x,y,score,color
10496,14592,0.8755456869337462,#9d1001
10496,15104,0.8379054825033573,#b6f735
10496,15616,0.8675505630918701,#d93806
10496,16128,0.8786739917400483,#7d0502
10496,16640,0.8640497378747656,#ea500d
10496,17152,0.8465700914800157,#ead339
10496,17664,0.8175377998708304,#1de7b1
10496,18176,0.867239851564457,#db3a07
10496,18688,0.8438715487179432,#dae236
10496,19200,0.8243997138938643,#46f783
10496,19712,0.8135426395717985,#17d9c7
10496,20224,0.8143528581966,#17dcc2
10496,20736,0.870824490727235,#c52602
10496,21248,0.751901883947682,#30123b
11008,14080,0.8556025493233573,#fe982c
11008,14592,0.8439269752553491,#dde036
11008,15104,0.8301587631144182,#78fe59
11008,15616,0.8780540687558982,#840701
11008,16128,0.8806295063970312,#7a0402
11008,16640,0.8796845188691516,#7a0402
11008,17152,0.8755580188825862,#9d1001
11008,17664,0.8785168275218331,#7d0502
11008,18176,0.859612651360776,#f8741c
11008,18688,0.8445127180702131,#dfde36
11008,19200,0.8323095901934159,#8efe48
11008,19712,0.8449783997922031,#e1dc37
11008,20224,0.8704037865643534,#c72803
11520,14080,0.8103124261029535,#1ccdd7
11520,14592,0.8515806888036412,#fbb537
11520,15104,0.8772426958377985,#8b0901
11520,15616,0.8778323257606325,#840701
11520,16128,0.8779310842038391,#840701
11520,16640,0.8789099261334828,#7a0402
11520,17152,0.8762342930823677,#970d01
11520,17664,0.8771020679129543,#8e0a01
11520,18176,0.8770430626925123,#8e0a01
11520,18688,0.8767015594763053,#910b01
11520,19200,0.8635193390833596,#ed550f
12032,14080,0.7483957764412688,#30123b
12032,14592,0.873229927208265,#b11901
12032,15104,0.875083258710886,#a01101
12032,15616,0.8661141718063474,#e24209
12032,16128,0.853627660162087,#fda932
12032,16640,0.8762685539454652,#940c01
12032,17152,0.875735819495645,#9a0e01
12032,17664,0.8731244875958886,#b41b01
12032,18176,0.8734091926226943,#b11901
12032,18688,0.8550342227681917,#fe9e2e
12032,26368,0.5082921887788417,#30123b
12032,26880,0.6933767638767413,#30123b
12032,27904,0.621636341361075,#30123b
12032,28416,0.567159098587886,#30123b
12544,14080,0.8284820349977711,#69fd65
12544,14592,0.8777477178081211,#870801
12544,15104,0.8780711605728111,#810602
12544,15616,0.8774323940072453,#8b0901
12544,16128,0.8722206290485839,#b91e01
12544,16640,0.8653210198371422,#e5460a
12544,17152,0.8783243539383626,#810602
12544,17664,0.8606518932463988,#f66b18
12544,18176,0.8726299342389241,#b61c01
12544,25856,0.8655341005363877,#e3440a
12544,26368,0.876917776585366,#8e0a01
12544,26880,0.8620937487604229,#f26014
12544,27392,0.8074570392621138,#25c0e6
12544,27904,0.834341143889246,#9efd3e
12544,28416,0.8619893829122602,#f26014
12544,28928,0.831813943551979,#8bfe4b
12544,29440,0.8704270241047275,#c72803
12544,29952,0.7592684154869838,#341b51
13056,14080,0.8190529318824669,#22eba9
13056,14592,0.8792780390990387,#7a0402
13056,15104,0.8769289136265538,#8e0a01
13056,15616,0.8767969326808597,#910b01
13056,16128,0.8793393299847553,#7a0402
13056,16640,0.8786578542690681,#7d0502
13056,17152,0.8791078954832615,#7a0402
13056,17664,0.8719702031733466,#bb1f01
13056,24832,0.8498227603599615,#f7c039
13056,25344,0.8725821029793741,#b61c01
13056,25856,0.8771076096466801,#8e0a01
13056,26368,0.8771547496043337,#8b0901
13056,26880,0.8300676400173986,#78fe59
13056,27392,0.876472929257935,#940c01
13056,27904,0.8053901710533539,#2bb6ef
13056,28416,0.795245373448765,#4589fc
13056,28928,0.8691232555775175,#d02f04
13056,29440,0.8587614734935246,#fa7d20
13056,29952,0.8030004038955622,#33acf6
13056,30464,0.8543858918525089,#fea12f
13568,14080,0.8722615956433438,#b91e01
13568,14592,0.8322159470891543,#8bfe4b
13568,15104,0.8774561444647088,#8b0901
13568,15616,0.8792869190061939,#7a0402
13568,16128,0.8790336261089269,#7a0402
13568,16640,0.878959136674496,#7a0402
13568,17152,0.8750511502934986,#a01101
13568,23808,0.8234682023617863,#3ff58a
13568,24320,0.8234202601510244,#3ff58a
13568,24832,0.8789360718039894,#7a0402
13568,25344,0.8800012298057607,#7a0402
13568,25856,0.877275812482843,#8b0901
13568,26368,0.8784168065050707,#7d0502
13568,26880,0.8750733133540671,#a01101
13568,27392,0.8644540581404507,#e94d0d
13568,27904,0.8771950398902212,#8b0901
13568,28416,0.8756114326102917,#9d1001
13568,28928,0.8452060390901279,#e3da37
13568,29440,0.8424321447027772,#d4e735
13568,29952,0.8119540843734103,#19d3cf
13568,30464,0.8378518663287329,#b6f735
13568,30976,0.8724752896666487,#b91e01
14080,14080,0.6768041341609466,#30123b
14080,14592,0.8753799972612705,#9d1001
14080,15104,0.7951809003965863,#4589fc
14080,15616,0.8359108883459054,#a9fb39
14080,16128,0.8586132522549547,#fa7d20
14080,16640,0.8597002555291002,#f8741c
14080,17152,0.6794467041732591,#30123b
14080,23296,0.834892699209926,#a1fc3d
14080,23808,0.8707534706929789,#c52602
14080,24320,0.8763549121765758,#940c01
14080,24832,0.8705532942252264,#c72803
14080,25344,0.8601249773228644,#f7711b
14080,25856,0.8496277003270766,#f6c23a
14080,26368,0.8759155815872928,#9a0e01
14080,26880,0.8753363070463877,#9d1001
14080,27392,0.8750812219193373,#a01101
14080,27904,0.8755781406941218,#9d1001
14080,28416,0.8758693765175994,#9a0e01
14080,28928,0.8739658811023009,#ac1601
14080,29440,0.841741981260754,#cfea34
14080,29952,0.8340205641737989,#9bfd40
14080,30464,0.789466445760732,#4673eb
14080,30976,0.8219887394779521,#32f197
14592,14592,0.7650110412315881,#38266c
14592,15104,0.782116808364782,#4458cb
14592,15616,0.8122059279616439,#18d5cc
14592,16128,0.7095277328606469,#30123b
14592,22784,0.8153413568618559,#18e0bd
14592,23296,0.8655988269021899,#e3440a
14592,23808,0.8793295972833264,#7a0402
14592,24320,0.8797060895663784,#7a0402
14592,24832,0.8789630729309487,#7a0402
14592,25344,0.8775763220624688,#870801
14592,25856,0.8759203534649141,#9a0e01
14592,26368,0.8752304898718551,#a01101
14592,26880,0.8767467711689482,#910b01
14592,27392,0.8763721707490084,#940c01
14592,27904,0.8772398573923406,#8b0901
14592,28416,0.8766717257531713,#910b01
14592,28928,0.8764896638992005,#940c01
14592,29440,0.875152617926543,#a01101
14592,29952,0.8354872838868179,#a6fb3a
14592,30464,0.8124057669576572,#18d5cc
14592,30976,0.8689164725911194,#d23005
15104,15104,0.8670071483903996,#dd3c07
15104,22272,0.8400157603171317,#c3f133
15104,22784,0.8739425305595477,#ac1601
15104,23296,0.8789001065280752,#7a0402
15104,23808,0.8778461772028062,#840701
15104,24320,0.877302674547524,#8b0901
15104,24832,0.877646676800657,#870801
15104,25344,0.8762784640724288,#940c01
15104,25856,0.8752599234413962,#a01101
15104,26368,0.876935501070546,#8e0a01
15104,26880,0.8780846753029529,#810602
15104,27392,0.8769839730713233,#8e0a01
15104,27904,0.8780847580226782,#810602
15104,28416,0.8753205181715735,#9d1001
15104,28928,0.8762446484993229,#940c01
15104,29440,0.8627541278293779,#ef5a11
15104,29952,0.8372227368892811,#b1f836
15104,30464,0.815355030926885,#18e0bd
15104,30976,0.7676457129328635,#3a2c79
15616,21760,0.8071709122793087,#25c0e6
15616,22272,0.8052135324604878,#2bb6ef
15616,22784,0.8795760883941196,#7a0402
15616,23296,0.8782769626147446,#810602
15616,23808,0.8561400698850052,#fd9229
15616,24320,0.8787328074886183,#7a0402
15616,24832,0.8772773984784545,#8b0901
15616,25344,0.8760801105503312,#970d01
15616,25856,0.8773570493130806,#8b0901
15616,26368,0.8780352223345813,#840701
15616,26880,0.8784353920328817,#7d0502
15616,27392,0.8778452795259165,#840701
15616,27904,0.8782707859137034,#810602
15616,28416,0.877504215711973,#870801
15616,28928,0.8771557826528152,#8b0901
15616,29440,0.8660511539874615,#e24209
15616,29952,0.8218145614576534,#32f197
15616,30464,0.8287475682454786,#6dfd62
16128,21248,0.8338366925748716,#98fe42
16128,21760,0.8545184686072113,#fea12f
16128,22272,0.8563764076980932,#fd9229
16128,22784,0.8774225549800914,#8b0901
16128,23296,0.8773072797984336,#8b0901
16128,23808,0.8715430340663792,#c02302
16128,24320,0.8320812257094615,#8bfe4b
16128,24832,0.8753862101215004,#9d1001
16128,25344,0.8754436841914953,#9d1001
16128,25856,0.8752526384351372,#a01101
16128,26368,0.8759010354827851,#9a0e01
16128,26880,0.8750003538733654,#a31201
16128,27392,0.8768158309025014,#910b01
16128,27904,0.8764698325125734,#940c01
16128,28416,0.873942252365464,#ac1601
16128,28928,0.8749999931238485,#a31201
16128,29440,0.8617175658518094,#f36315
16128,29952,0.8000798006732068,#3ba0fc
16640,20736,0.805229064516951,#2bb6ef
16640,21248,0.8502432028033807,#f8be39
16640,21760,0.8384860890102597,#b9f534
16640,22272,0.8663246560776617,#e04008
16640,22784,0.88004368697612,#7a0402
16640,23296,0.8792753507775275,#7a0402
16640,23808,0.8774062613793702,#8b0901
16640,24320,0.8775420987879357,#870801
16640,24832,0.8782663214385491,#810602
16640,25344,0.8771368461059311,#8e0a01
16640,25856,0.879395232580563,#7a0402
16640,26368,0.8783584257324296,#810602
16640,26880,0.8756148707081252,#9d1001
16640,27392,0.8774132481327552,#8b0901
16640,27904,0.8766793870464015,#910b01
16640,28416,0.8695336466181461,#ce2d04
16640,28928,0.87464128816185,#a61401
16640,29440,0.8009900551226171,#39a2fc
16640,29952,0.6391214082882436,#30123b
17152,20736,0.795789333833594,#448cfd
17152,21248,0.8783967036530134,#7d0502
17152,21760,0.8775149989608251,#870801
17152,22272,0.8762604306928452,#940c01
17152,22784,0.8795249535122263,#7a0402
17152,23296,0.8774528523528009,#8b0901
17152,23808,0.8761790303231213,#970d01
17152,24320,0.8759265928115687,#9a0e01
17152,24832,0.8754480845836338,#9d1001
17152,25344,0.875910633922957,#9a0e01
17152,25856,0.8773030710160582,#8b0901
17152,26368,0.8780248572943128,#840701
17152,26880,0.8786119118531094,#7d0502
17152,27392,0.8349045867046272,#a1fc3d
17152,27904,0.7704854463036334,#3c358b
17152,28416,0.864283030073904,#e94d0d
17152,28928,0.833822130592962,#98fe42
17664,20736,0.7557370924294865,#311542
17664,21248,0.8794136218398496,#7a0402
17664,21760,0.8776143648218419,#870801
17664,22272,0.8777825396476567,#840701
17664,22784,0.8776406272152532,#870801
17664,23296,0.8775738932311217,#870801
17664,23808,0.8775089818195022,#870801
17664,24320,0.8768854047785208,#8e0a01
17664,24832,0.8779784208371096,#840701
17664,25344,0.8763428217911082,#940c01
17664,25856,0.8751959207390128,#a01101
17664,26368,0.8759487316859714,#970d01
17664,26880,0.8742044766980955,#a91501
17664,27392,0.7974994962241346,#4193fe
18176,20736,0.8766621995922809,#910b01
18176,21248,0.8770145892918982,#8e0a01
18176,21760,0.8744079945457005,#a61401
18176,22272,0.8748702670085908,#a31201
18176,22784,0.8770446832547876,#8e0a01
18176,23296,0.8778717055433953,#840701
18176,23808,0.8766837023106433,#910b01
18176,24320,0.8757165600423327,#9a0e01
18176,24832,0.8739254644443252,#ac1601
18176,25344,0.8719424362708793,#bb1f01
18176,25856,0.8603512198894315,#f76e1a
18176,26368,0.8680762044562934,#d73606
18688,20224,0.8591205954311254,#fa7a1f
18688,20736,0.790499211926537,#4678f0
18688,21248,0.8783386831563713,#810602
18688,21760,0.8770287470469844,#8e0a01
18688,22272,0.8765452312641837,#910b01
18688,22784,0.8763823386389074,#940c01
18688,23296,0.8783422660358989,#810602
18688,23808,0.8769323939138858,#8e0a01
18688,24320,0.8759577802880945,#970d01
18688,24832,0.8758666703292005,#9a0e01
18688,25344,0.8723276446692247,#b91e01
18688,25856,0.8460296633067492,#e7d738
19200,20736,0.8776480157941641,#870801
19200,21248,0.8535893827091275,#fda932
19200,21760,0.8654094261818481,#e5460a
19200,22272,0.8678824181627477,#d73606
19200,22784,0.8774931672119605,#870801
19200,23296,0.8773095049298237,#8b0901
19200,23808,0.867409271649246,#db3a07
19200,24320,0.8627114926024375,#ef5a11
19200,24832,0.8698585748989233,#cb2b03
19712,20736,0.7978365057581427,#4096fe
19712,21248,0.8229444549510149,#3bf48d
19712,21760,0.7728214325742964,#3e3a96
19712,22272,0.825657314027981,#51f979
19712,22784,0.8706851703764871,#c52602
19712,23296,0.874377830257635,#a91501
19712,23808,0.8707560348151431,#c52602
20224,20736,0.7919008389654405,#467df4
20224,21248,0.7545077008583376,#311542
20224,21760,0.7730260497751816,#3e3a96
20224,22272,0.7590880581765038,#341b51
20224,22784,0.858037249787513,#fb8323
20224,23296,0.8276164802042676,#61fc6c
20736,21248,0.7423060910542045,#30123b
20736,21760,0.7727717289147481,#3e3a96
20736,22272,0.852236433892328,#fbb336
27392,4352,0.7363765665836723,#30123b
27392,4864,0.7327173506610954,#30123b
27392,5376,0.8640325771320502,#ea500d
27392,5888,0.7857532949142345,#4666dd
27392,6400,0.8724518151398798,#b91e01
27392,6912,0.809668274923709,#1ec9dc
27392,7424,0.8182798831885738,#1ee8af
27392,7936,0.840080929574313,#c3f133
27392,8448,0.8423151281253248,#d1e834
27392,8960,0.8417481427203124,#cfea34
27392,9472,0.8407841235936421,#c8ee33
27392,9984,0.8693508083498317,#d02f04
27904,3328,0.775341039332919,#4043a6
27904,3840,0.8190404431053102,#22eba9
27904,4352,0.8738693179337974,#ac1601
27904,4864,0.8729499110556478,#b41b01
27904,5376,0.8757410246682663,#9a0e01
27904,5888,0.8766857966289088,#910b01
27904,6400,0.8774773212089272,#870801
27904,6912,0.8778148052589778,#840701
27904,7424,0.8606300381706281,#f66b18
27904,7936,0.8627110691007429,#ef5a11
27904,8448,0.853924840740802,#fda631
27904,8960,0.8305669447966691,#7cfe56
27904,9472,0.8594110360836871,#f9771e
27904,9984,0.866077309295624,#e24209
27904,10496,0.8003459263300219,#3ba0fc
27904,11008,0.7102823029957316,#30123b
28416,2816,0.8572618081038403,#fc8926
28416,3328,0.8527152033845011,#fcae34
28416,3840,0.8757814307438565,#9a0e01
28416,4352,0.8777168468477633,#870801
28416,4864,0.8557948482678649,#fd952b
28416,5376,0.8558496977039329,#fd952b
28416,5888,0.8773508509898945,#8b0901
28416,6400,0.8785532332768494,#7d0502
28416,6912,0.8792411840391251,#7a0402
28416,7424,0.8458583460947999,#e7d738
28416,7936,0.8398263316416363,#c3f133
28416,8448,0.8387172942365082,#bbf434
28416,8960,0.8123621794543767,#18d5cc
28416,9472,0.8453780110625881,#e3da37
28416,9984,0.8307997522541569,#80fe53
28416,10496,0.8783778884207029,#7d0502
28416,11008,0.873286877963881,#b11901
28416,11520,0.842383376649234,#d1e834
28416,12032,0.8141780127841431,#17dcc2
28416,12544,0.8355174736902236,#a6fb3a
28928,1792,0.8716732427066396,#be2102
28928,2304,0.8243277197313722,#46f783
28928,2816,0.8783422578807871,#810602
28928,3328,0.877420536689486,#8b0901
28928,3840,0.8768754921950163,#8e0a01
28928,4352,0.8768018670186182,#910b01
28928,4864,0.8775545620341777,#870801
28928,5376,0.8790681638931773,#7a0402
28928,5888,0.8803218632463297,#7a0402
28928,6400,0.8786498525350028,#7d0502
28928,6912,0.8797800065417939,#7a0402
28928,7424,0.8684839272506756,#d43205
28928,7936,0.8258237855783851,#51f979
28928,8448,0.817165643282358,#1be5b4
28928,8960,0.8184341939200893,#20e9ac
28928,9472,0.835526033094057,#a6fb3a
28928,9984,0.8768258472489707,#910b01
28928,10496,0.8789049783067764,#7a0402
28928,11008,0.8499673700039726,#f7c039
28928,11520,0.8645083084466235,#e94d0d
28928,12032,0.8475442963770652,#edcf39
28928,12544,0.8522561622766431,#fbb336
28928,13056,0.8361962830315524,#a9fb39
28928,13568,0.7259662542559091,#30123b
29440,1280,0.8137572360364056,#17dac4
29440,1792,0.8772778621938668,#8b0901
29440,2304,0.8642698527306037,#e94d0d
29440,2816,0.8777653746554415,#840701
29440,3328,0.8768447857924777,#910b01
29440,3840,0.8755779640677627,#9d1001
29440,4352,0.8758776469380976,#9a0e01
29440,4864,0.8781863017702062,#810602
29440,5376,0.8798399465778884,#7a0402
29440,5888,0.8795052587148804,#7a0402
29440,6400,0.8406778457817546,#c8ee33
29440,6912,0.8663935431314008,#e04008
29440,7424,0.8538925495208005,#fda631
29440,7936,0.8335119642007003,#98fe42
29440,8448,0.8330364343263716,#95fe44
29440,8960,0.8259728063866792,#55fa76
29440,9472,0.8578491468758542,#fb8323
29440,9984,0.8658546431156078,#e24209
29440,10496,0.8584214881695181,#fb8022
29440,11008,0.8445031880687733,#dfde36
29440,11520,0.8575291747917738,#fc8624
29440,12032,0.8284721778936541,#69fd65
29440,12544,0.8464656494999959,#e8d538
29440,13056,0.8519914860655151,#fbb336
